Price,Close,High,Low,Open,Volume,symbol
Ticker,PIDILITIND.NS,PIDILITIND.NS,PIDILITIND.NS,PIDILITIND.NS,PIDILITIND.NS,
Date,,,,,,
2015-01-01,259.4796142578125,262.0543380906406,252.72393776002286,256.9521502590364,345212,PIDILITIND
2015-01-02,264.5108947753906,269.1406562093517,263.6132753148723,263.6132753148723,935902,PIDILITIND
2015-01-05,260.6842956542969,267.2037595496054,259.8339358130922,265.73925253611696,377842,PIDILITIND
2015-01-06,248.77911376953125,260.7787261060565,248.0232449378255,260.73149511703025,819348,PIDILITIND
2015-01-07,245.63751220703125,252.1333593337774,245.18870245681904,249.4877606577916,1221380,PIDILITIND
2015-01-08,245.56666564941406,249.3933278875678,245.25960650454965,248.02328298108955,952086,PIDILITIND
2015-01-09,246.72410583496094,249.7712546993063,244.7399138650697,249.7712546993063,2101544,PIDILITIND
2015-01-12,248.35400390625,252.27512841241608,246.1572145688371,247.031218737665,617090,PIDILITIND
2015-01-13,254.4246826171875,256.99940670494806,248.02332448547378,248.0941998262924,1113122,PIDILITIND
2015-01-14,268.0068664550781,272.56578212593786,257.47178805038556,257.92059785151224,3088486,PIDILITIND
2015-01-15,276.8884582519531,281.0694394796663,262.6684681810106,270.67608282502204,1279266,PIDILITIND
2015-01-16,272.04608154296875,286.76214031016906,270.5343437391221,277.14829755187725,2027708,PIDILITIND
2015-01-19,272.896484375,278.73092525975204,271.69177679987996,274.4082222579199,684778,PIDILITIND
2015-01-20,273.392578125,276.36885230599927,270.7469786483449,273.93585002110643,650212,PIDILITIND
2015-01-21,276.6758728027344,278.8254020290345,273.0381924319301,274.6916808882456,1108404,PIDILITIND
2015-01-22,273.4870300292969,277.9750705815633,271.64455974243987,276.6050256159975,508870,PIDILITIND
2015-01-23,269.1879577636719,276.7467633384162,267.62895988079185,274.4791274329039,944376,PIDILITIND
2015-01-27,271.95159912109375,274.9514878412121,268.33753452544414,270.2272354728064,1030366,PIDILITIND
2015-01-28,271.6917419433594,275.63650996837,269.32961576115474,274.38457155798227,1080540,PIDILITIND
2015-01-29,272.0697326660156,276.13257857573905,270.6996878082095,273.5342395130075,528730,PIDILITIND
2015-01-30,269.6131286621094,275.660166829067,267.6289366043984,273.5342529460665,698892,PIDILITIND
2015-02-02,257.4481201171875,269.6130690932764,255.18048490991313,268.10130267691153,630038,PIDILITIND
2015-02-03,255.51119995117188,258.39301144633407,253.21994888777996,257.4481608907827,698158,PIDILITIND
2015-02-04,254.37741088867188,261.60551227816023,252.27511251744934,257.4717908651871,417452,PIDILITIND
2015-02-05,253.479736328125,261.9597744696607,249.44050661854078,255.5820342436185,345576,PIDILITIND
2015-02-06,252.4167938232422,257.2355369209014,250.71607453444372,252.18058120898976,448070,PIDILITIND
2015-02-09,256.43243408203125,257.3536691372712,249.9129710392225,252.747522695622,275278,PIDILITIND
2015-02-10,260.5189208984375,262.6684501099452,254.18841074685977,256.4324307792739,860198,PIDILITIND
2015-02-11,268.597412109375,271.8807738770599,262.17243923880363,262.17243923880363,682212,PIDILITIND
2015-02-12,273.1090393066406,276.60499786730634,269.2824061218866,271.19572271426364,643884,PIDILITIND
2015-02-13,271.0776062011719,274.3609674981936,269.2823959947832,273.98303306019847,305526,PIDILITIND
