Price,Close,High,Low,Open,Volume,symbol
Ticker,DRREDDY.NS,DRREDDY.NS,DRREDDY.NS,DRREDDY.NS,DRREDDY.NS,
Date,,,,,,
2015-01-01,597.1715698242188,601.7287344135063,595.9625435345494,600.7987054576895,378210,DRREDDY
2015-01-02,599.1990356445312,603.1516583950275,598.0085714280301,598.9386003104997,430070,DRREDDY
2015-01-05,585.6204223632812,599.1988744532568,584.2439981521263,599.1988744532568,1468825,DRREDDY
2015-01-06,570.2100219726562,582.1981084685871,568.2476745595953,582.1981084685871,1956675,DRREDDY
2015-01-07,565.3086547851562,572.5349389900424,559.877262346831,571.986253859885,1597185,DRREDDY
2015-01-08,570.3494262695312,575.5110743520996,565.6434831809347,569.1775809910614,1394180,DRREDDY
2015-01-09,588.4850463867188,589.6382730434816,574.981009729047,575.6878407159544,2968190,DRREDDY
2015-01-12,596.567138671875,597.8226551692692,581.5750750980087,586.4762895357745,1671110,DRREDDY
2015-01-13,599.5617065429688,602.2866843694835,593.3584297622302,597.0785453093288,2453370,DRREDDY
2015-01-14,596.7529907226562,599.5337676987409,593.5443800716155,596.1484493085283,1656545,DRREDDY
2015-01-15,602.760986328125,605.2534568425699,595.9531683120489,600.166226263314,2218360,DRREDDY
2015-01-16,611.177734375,612.8890124361596,601.0311445931233,603.0307293273393,2110020,DRREDDY
2015-01-19,618.2646484375,619.399256465165,608.1831100375904,610.0989673290514,1243345,DRREDDY
2015-01-20,614.97216796875,621.6312052430263,612.3959703073763,621.6312052430263,1488550,DRREDDY
2015-01-21,620.4874267578125,622.9148455681575,604.89087916032,609.6340043141868,2155780,DRREDDY
2015-01-22,625.2119140625,625.9094357219226,619.4178523095223,619.4178523095223,1228990,DRREDDY
2015-01-23,623.0448608398438,630.5130191474641,620.3291927118235,630.5130191474641,2207395,DRREDDY
2015-01-27,597.5248413085938,618.4411783997856,594.3534683102226,618.4411783997856,2061520,DRREDDY
2015-01-28,602.4818725585938,603.5886089503595,590.0287750000801,598.9384655840239,1248555,DRREDDY
2015-01-29,625.5931396484375,628.6994607771571,597.1435908075764,601.5426088108154,7008190,DRREDDY
2015-01-30,601.4031982421875,627.3695886900188,595.4045006104591,626.8394654164332,3163790,DRREDDY
2015-02-02,583.8907470703125,592.242388374199,583.1467353079693,591.4518865200453,1931265,DRREDDY
2015-02-03,574.2276611328125,580.1519399028119,571.9490792756316,576.989876118794,2612865,DRREDDY
2015-02-04,576.041259765625,581.5005244423439,573.827786614836,577.5479019251429,1074225,DRREDDY
2015-02-05,571.4190063476562,575.687863787319,569.4008596174417,574.3858006787863,2110710,DRREDDY
2015-02-06,566.25732421875,579.7799793638624,563.5974554616572,571.9677147011868,1222480,DRREDDY
2015-02-09,576.450439453125,579.0266373125263,559.3193253912899,564.1554295872523,1760745,DRREDDY
