Price,Close,High,Low,Open,Volume,symbol
Ticker,UNIONBANK.NS,UNIONBANK.NS,UNIONBANK.NS,UNIONBANK.NS,UNIONBANK.NS,
Date,,,,,,
2015-01-01,196.75596618652344,198.99971041504372,194.26745982014856,195.32812895019237,1576572,UNIONBANK
2015-01-02,196.06246948242188,199.69325341825763,195.04258565495377,198.02064145125917,2628007,UNIONBANK
2015-01-05,193.9003143310547,197.40871729665085,192.8396450772908,196.47042912608921,2628212,UNIONBANK
2015-01-06,183.619873046875,192.39087330675918,182.763168205959,192.39087330675918,3287825,UNIONBANK
2015-01-07,179.0915985107422,183.98704083905406,177.4597844013049,182.8447759423494,4234400,UNIONBANK
2015-01-08,187.0874786376953,188.18894562401218,180.88658042306733,182.06964308974227,3828465,UNIONBANK
2015-01-09,187.98495483398438,189.20881524943934,184.96610163247914,187.12826250296743,3521466,UNIONBANK
2015-01-12,192.5132598876953,193.73712042410756,185.21089451038623,187.41384098597763,3086735,UNIONBANK
2015-01-13,189.861572265625,195.40974281891016,188.92328411716852,194.3898589837384,2094435,UNIONBANK
2015-01-14,183.8646697998047,190.84066553873728,183.00796485562307,190.31033090411523,3091672,UNIONBANK
2015-01-15,195.24655151367188,196.63359095159558,188.96406997736818,191.8605299257739,5358728,UNIONBANK
2015-01-16,192.8804168701172,197.0415477021128,192.43167796351747,195.81768715737917,2627583,UNIONBANK
2015-01-19,194.02268981933594,196.55199408506488,192.7172336210705,193.6963195448931,2096119,UNIONBANK
2015-01-20,196.22564697265625,198.9589405902226,194.18587933260787,194.18587933260787,3271470,UNIONBANK
2015-01-21,201.81460571289062,202.7528938029022,196.26643550519458,196.87836576818123,4245366,UNIONBANK
2015-01-22,201.2842559814453,204.1807283440082,199.89721656056747,202.91606999418465,3033489,UNIONBANK
2015-01-23,205.1190185546875,206.83242826578456,196.06245815964698,203.97675371379148,4279249,UNIONBANK
2015-01-27,194.30824279785156,206.83241995238413,189.45359874454098,205.20060598826277,9325874,UNIONBANK
2015-01-28,184.84373474121094,192.96200696280323,184.19100664631216,192.55405345971062,7240728,UNIONBANK
2015-01-29,176.1951141357422,184.39498197456155,175.13443254593795,183.57907497467409,6874912,UNIONBANK
2015-01-30,170.64695739746094,179.05080264374368,168.03605728350274,176.88865390478307,7105107,UNIONBANK
2015-02-02,170.8917236328125,174.19614956891826,168.0768468908532,169.055932829393,4872273,UNIONBANK
2015-02-03,167.26095581054688,174.76729865453274,166.03709515827458,171.95242164425733,5431579,UNIONBANK
2015-02-04,163.58937072753906,168.72958785880408,162.52868902588847,168.07685970011494,5759202,UNIONBANK
2015-02-05,157.755615234375,165.18036107880204,156.4909569601244,163.83411957864143,4977043,UNIONBANK
2015-02-06,155.18551635742188,160.36653103596055,154.24722824229443,156.8581282776413,4863939,UNIONBANK
2015-02-09,144.8643035888672,155.0223441779449,143.6812408206179,154.20643710332413,6584076,UNIONBANK
2015-02-10,147.18960571289062,150.2900545478111,140.33599245654165,143.3548456182727,5890962,UNIONBANK
2015-02-11,146.6184844970703,149.71893356771469,144.61951484946826,148.12791741757235,6116861,UNIONBANK
2015-02-12,145.55780029296875,148.90302389180903,144.00758201043448,148.046319072618,4025448,UNIONBANK
2015-02-13,148.12791442871094,151.02438669218168,144.9050843537586,146.33292156605734,7227902,UNIONBANK
2015-02-16,146.29214477539062,150.24928672039798,145.10908197636275,149.67815424325565,4316287,UNIONBANK
2015-02-18,145.47622680664062,147.6791733108294,144.9458797641254,146.86326627596293,2523664,UNIONBANK
2015-02-19,143.7628173828125,146.6184920113861,141.23351303878505,146.29213417659335,3652190,UNIONBANK
2015-02-20,146.74087524414062,149.55575183348745,142.49814899090495,144.82348886239942,4927121,UNIONBANK
2015-02-23,145.14987182617188,147.67918888082826,144.04840468282512,147.67918888082826,2774892,UNIONBANK
2015-02-24,145.35382080078125,146.8224558273875,142.37576535913016,145.27223757415175,4261543,UNIONBANK
2015-02-25,142.57974243164062,147.43438639358294,142.25338462485968,146.04734704013546,2628828,UNIONBANK
2015-02-26,135.97088623046875,142.90609520309485,135.03259823172007,142.45735634702052,5886913,UNIONBANK
2015-02-27,143.06930541992188,143.762818938801,136.7460258167844,137.31715825872996,4867104,UNIONBANK
2015-03-02,139.5200958251953,142.62054488903908,138.05146074761115,141.80463789590928,4165907,UNIONBANK
2015-03-03,141.84542846679688,142.7429186433971,137.52111913485308,139.92804215129522,4175711,UNIONBANK
2015-03-04,138.7449951171875,149.310988831428,137.64351562951327,147.39360230095912,5947712,UNIONBANK
2015-03-05,139.8872528076172,140.53998089825632,136.7460183241552,139.35691823695888,2967285,UNIONBANK
2015-03-09,138.37783813476562,140.17283112205965,136.0932959465035,138.70419596890878,3382807,UNIONBANK
2015-03-10,139.47930908203125,140.62158643313984,137.5211371226361,138.70419986684374,2645679,UNIONBANK
2015-03-11,138.62258911132812,141.1519056961897,137.19475191497938,139.6424728230058,2897295,UNIONBANK
2015-03-12,139.47930908203125,140.70316966909164,138.78579555254925,139.84646476819862,1598980,UNIONBANK
2015-03-13,138.0106658935547,140.82555504054847,137.4803313164488,140.49918476638462,2009513,UNIONBANK
2015-03-16,138.6634063720703,139.31613452892088,135.48137372583554,138.29625067439,1951466,UNIONBANK
2015-03-17,139.35690307617188,140.621561279873,137.68429141642207,139.52008196864105,2433460,UNIONBANK
2015-03-18,138.4186248779297,141.5190741315689,138.05146919849622,139.60170005019256,2479341,UNIONBANK
2015-03-19,138.09225463867188,140.05042638629124,137.0723709264217,139.92804532072216,2352731,UNIONBANK
2015-03-20,136.54205322265625,137.84749706555212,133.07444817316892,137.2355667627014,2744764,UNIONBANK
2015-03-23,135.27737426757812,137.07236706056366,133.8087392734074,137.03156922327383,1771355,UNIONBANK
2015-03-24,133.76797485351562,137.23558024363294,130.87150197887837,134.95103773195757,3253167,UNIONBANK
2015-03-25,135.4813690185547,136.4196571522208,132.05456187634562,133.80875706528786,2724295,UNIONBANK
2015-03-26,132.1769256591797,136.74600955075584,131.40181654804232,134.17589519308726,3899993,UNIONBANK
2015-03-27,130.62672424316406,134.37988921935192,125.7312819222423,132.748075112378,4473270,UNIONBANK
2015-03-30,130.0963897705078,132.74808795079312,128.7501479819572,131.56502509877063,3191228,UNIONBANK
2015-03-31,127.68944549560547,131.68738481556676,127.03671740567738,131.07545456558782,3514147,UNIONBANK
2015-04-01,132.21774291992188,132.66649429747824,126.01684422037961,127.28150266630973,3296223,UNIONBANK
2015-04-06,130.17796325683594,132.87045882438423,129.0764838360994,132.54408855724805,2631318,UNIONBANK
2015-04-07,128.7501220703125,131.89135642799212,128.26057290949765,130.70829381406728,2972760,UNIONBANK
2015-04-08,128.1790008544922,130.58592413048703,127.93422625275043,129.48444464752586,2424825,UNIONBANK
2015-04-09,131.03466796875,131.9729560301763,128.17899349514497,129.3212583046859,4888449,UNIONBANK
2015-04-10,131.56500244140625,133.19681642517563,130.30034411403446,131.60580028095103,3833612,UNIONBANK
2015-04-13,133.72715759277344,135.44056734023192,132.01376029506827,132.01376029506827,2444271,UNIONBANK
2015-04-15,135.19578552246094,138.70418806342758,133.9311272001674,134.5430574416237,4497004,UNIONBANK
2015-04-16,133.8087615966797,136.09330391876892,132.58490097231982,135.76693361575386,1856739,UNIONBANK
2015-04-17,134.29832458496094,135.64456642977535,132.34013991551998,134.29832458496094,2333413,UNIONBANK
2015-04-20,129.32125854492188,136.90919607883313,128.26057696280478,134.2167005087675,2957984,UNIONBANK
2015-04-21,129.11729431152344,130.6267273765834,127.32230124074529,129.3212710797881,3009484,UNIONBANK
2015-04-22,127.36308288574219,130.91227073229317,124.75217062421903,129.8515891822684,2928537,UNIONBANK
2015-04-23,124.83377838134766,128.342181178748,124.34422917249978,127.77104873492785,2264791,UNIONBANK
2015-04-24,120.6318588256836,125.4457053012447,120.10151178870444,124.95615610553368,2359418,UNIONBANK
2015-04-27,116.63391876220703,121.20300355331612,116.02198843034891,120.75425215333594,3784344,UNIONBANK
2015-04-28,116.67472076416016,117.98017716519958,115.04290648773834,116.63392291729863,4820724,UNIONBANK
2015-04-29,116.06277465820312,118.06174438556424,115.69561898579039,116.63390708748442,2068095,UNIONBANK
2015-04-30,117.32744598388672,118.22493634326435,115.24688034435627,115.85881068246789,3174957,UNIONBANK
2015-05-04,119.9791259765625,120.34628163396982,117.32742824564451,117.898560651584,1844251,UNIONBANK
2015-05-05,117.98015594482422,120.99900932327074,117.49060677004795,119.81594667560621,1921362,UNIONBANK
2015-05-06,111.41209411621094,118.95923324138786,111.00414064998515,117.57219394617057,2830751,UNIONBANK
2015-05-07,107.45494842529297,111.00414882266791,106.31268361566222,110.96335098309123,2398405,UNIONBANK
2015-05-08,109.33154296875,110.88176135930107,105.86393806115905,108.92358945020987,3953991,UNIONBANK
2015-05-11,114.5125503540039,115.36924272867144,107.98529447233078,110.14744300323397,3860745,UNIONBANK
2015-05-12,117.20503997802734,120.4278827090365,109.5355188694878,114.63493781127029,15797537,UNIONBANK
2015-05-13,126.13923645019531,130.05558037821515,118.51050045963892,118.51050045963892,15448490,UNIONBANK
2015-05-14,132.70729064941406,133.76797241583665,123.0387985606602,125.56810321162423,9052409,UNIONBANK
2015-05-15,134.54306030273438,136.17487431465233,132.54409062808546,133.56397438553418,5666289,UNIONBANK
2015-05-18,131.3610382080078,134.95102433441207,128.5869591512185,134.62466648646765,3710637,UNIONBANK
2015-05-19,132.21774291992188,133.76796136993053,130.54513093980486,131.27944232143972,2169999,UNIONBANK
2015-05-20,133.03363037109375,134.29828863053677,130.70829058922263,132.5848790597105,2238685,UNIONBANK
