Date,Close,High,Low,Open,Volume,symbol
2015-01-01,486.96282958984375,487.88246112489355,483.090746565043,486.57562719569347,1351985,AXISBANK
2015-01-02,497.8531188964844,500.3700085946768,485.65607963463685,487.1081109316808,3852825,AXISBANK
2015-01-05,500.99920654296875,503.75810156656894,498.6275435139006,500.3700284059879,2561430,AXISBANK
2015-01-06,483.0907897949219,497.12709201587757,480.8643536730861,497.12709201587757,5284530,AXISBANK
2015-01-07,482.70355224609375,489.18930323779546,478.68627194898727,482.848749453623,4245189,AXISBANK
2015-01-08,485.8980712890625,490.78656470267504,478.83150144902316,489.8185438649972,5637844,AXISBANK
2015-01-09,479.12188720703125,489.7216968090941,471.4261103447034,488.75367604863266,5078463,AXISBANK
2015-01-12,485.5108337402344,487.6888805999752,476.4114438789807,479.17030914298266,2290147,AXISBANK
2015-01-13,488.36651611328125,495.3362780112415,484.3008167491958,487.8825056909688,4069260,AXISBANK
2015-01-14,483.62322998046875,489.5765523908806,478.39592321868406,488.36652630983536,2973231,AXISBANK
2015-01-15,497.6111145019531,507.19454471158923,494.75547067137626,506.710534278442,6670800,AXISBANK
2015-01-16,498.33709716796875,504.822848359526,496.20743958641697,500.07952279531077,6920742,AXISBANK
2015-01-19,512.03466796875,514.7935039063384,500.32157960366936,502.8384693990462,6113156,AXISBANK
2015-01-20,533.7667236328125,536.9611806409582,514.115852989329,515.5194950471927,6934581,AXISBANK
2015-01-21,529.7493286132812,538.9939144910159,528.1036816049502,535.315447643937,4459351,AXISBANK
2015-01-22,546.6897583007812,549.0130319029765,530.2817935789446,532.1210567709578,5546866,AXISBANK
2015-01-23,547.076904296875,558.9351574829824,542.3819686058691,552.7398015728419,4975114,AXISBANK
2015-01-27,573.1651611328125,578.6828921745491,548.8678597574716,552.6431649658462,5376830,AXISBANK
2015-01-28,571.713134765625,580.6189390937502,564.7918206007228,571.1323458438529,6370073,AXISBANK
2015-01-29,580.3285522460938,582.7486045907397,563.4849642940344,570.1159431683498,5424486,AXISBANK
2015-01-30,569.2930297851562,584.7329739296943,565.0337735584822,583.4745586600701,4497194,AXISBANK
2015-02-02,597.5592651367188,601.1409541358315,565.711414288684,567.2602240315575,6307718,AXISBANK
2015-02-03,567.8409423828125,605.5937512383002,565.8081224623743,603.0769209479199,9290016,AXISBANK
2015-02-04,540.7363891601562,573.0683071495488,535.5575015717701,572.1002863604449,10773056,AXISBANK
2015-02-05,547.802978515625,560.0000166096725,540.7363796132889,544.4149058135786,6865785,AXISBANK
2015-02-06,545.1409912109375,553.2239420591438,528.2974039873627,549.8358689231736,7706020,AXISBANK
2015-02-09,535.8963012695312,551.384634359209,532.4114499576744,537.2515540481988,4334546,AXISBANK
2015-02-10,536.3803100585938,551.5782486735992,523.2152506054498,529.4106074559303,9809275,AXISBANK
2015-02-11,551.0458984375,554.3371931374675,537.735611035628,541.4624678748294,6200994,AXISBANK
2015-02-12,560.241943359375,562.9040001096787,545.9636389713824,554.6758246996491,5849894,AXISBANK
2015-02-13,562.516845703125,569.9222282254892,558.0639737953197,563.5333147780644,4633409,AXISBANK
2015-02-16,552.062255859375,565.3241527666221,547.9965566426808,564.3561319570903,4284303,AXISBANK
2015-02-18,551.287841796875,555.6439353668239,545.963727433604,553.70789378018,4695905,AXISBANK
2015-02-19,547.173828125,557.1928210703476,535.5575770192946,555.6440112229102,5349212,AXISBANK
2015-02-20,543.543701171875,552.5462831591296,536.2835448783949,548.3354161422325,6025707,AXISBANK
2015-02-23,531.4918212890625,548.8678068863398,528.5877588187644,545.4797340043255,6089272,AXISBANK
2015-02-24,534.1539916992188,537.929297343621,524.6673974367667,532.3147871950935,6155111,AXISBANK
2015-02-25,535.3155517578125,540.736445104316,532.5082675456516,536.4771886415793,4185156,AXISBANK
2015-02-26,534.6378784179688,539.8168251711456,526.409701581115,534.9767211494669,5579001,AXISBANK
2015-02-27,549.0130004882812,552.1106196695589,532.7502043700804,537.8323133861935,5791546,AXISBANK
2015-03-02,626.8418579101562,629.213520689415,608.5946894434836,609.8531046682023,13205219,AXISBANK
2015-03-03,611.2083740234375,628.2455169515135,608.4494792155026,628.2455169515135,6817671,AXISBANK
2015-03-04,593.1547241210938,633.9568230244322,588.7018522326555,630.0847399620342,10097232,AXISBANK
2015-03-05,597.0752563476562,602.1089766507868,584.2005906893083,593.3967888857431,6914112,AXISBANK
2015-03-09,572.6810913085938,590.4926979624203,570.3094875752222,590.4926979624203,6043383,AXISBANK
2015-03-10,566.727783203125,575.7787539544039,561.4520580820731,572.9715291139736,5791801,AXISBANK
2015-03-11,565.1790161132812,573.7460370933824,561.4521590357647,566.5342690960023,5816344,AXISBANK
2015-03-12,565.4209594726562,574.520379170344,564.065765721563,568.7122540228763,4512080,AXISBANK
2015-03-13,551.7718505859375,572.051897963607,546.0605042886577,570.6482560007196,6749149,AXISBANK
2015-03-16,550.4166870117188,555.4504077544345,541.2204880121973,551.2879294976289,6445254,AXISBANK
2015-03-17,561.5488891601562,567.066619995819,548.9162284859453,556.5152278480625,5627580,AXISBANK
2015-03-18,562.6622314453125,567.0667153758772,557.3381157069052,565.5662945753528,5847672,AXISBANK
2015-03-19,545.5281372070312,576.5048043505999,540.6396437400975,569.196258763075,7705218,AXISBANK
2015-03-20,538.461669921875,545.963832514045,534.0571862811988,544.9958115344101,8160665,AXISBANK
2015-03-23,537.4452514648438,544.027782208714,534.9768098213062,541.9949618159916,4191424,AXISBANK
2015-03-24,540.2039794921875,547.8997564390423,533.62145006541,536.2351179640228,6309451,AXISBANK
2015-03-25,544.2213745117188,549.0130898953325,536.1868126706626,541.9464898935847,5578540,AXISBANK
2015-03-26,526.893798828125,543.4953819921458,520.3112680903419,542.0917397778446,9233047,AXISBANK
2015-03-27,528.9266357421875,533.6215134059514,509.27576448979966,530.4754455264606,10655577,AXISBANK
2015-03-30,545.5281372070312,547.3674004520021,531.7822293454119,534.8315186506784,6631597,AXISBANK
2015-03-31,542.2852783203125,555.1599434841921,539.4296050681187,549.7390504941278,5970862,AXISBANK
2015-04-01,551.4330444335938,553.7078695650963,537.4935219860484,539.8651846426284,3753262,AXISBANK
2015-04-06,550.8522338867188,553.6595178882669,544.124477394479,553.6595178882669,4305263,AXISBANK
2015-04-07,540.0103759765625,554.6759146302102,537.251540348633,552.7398730433683,6754389,AXISBANK
2015-04-08,538.1227416992188,545.9636858952471,533.4761949781545,543.8340284953085,5750765,AXISBANK
2015-04-09,553.8531494140625,558.5480268731759,537.3483467606127,542.091672528559,9653162,AXISBANK
2015-04-10,549.8842163085938,556.4183568593295,547.3189965793973,555.0631631580471,4938698,AXISBANK
2015-04-13,547.8997802734375,553.3691215013605,544.0276970206216,551.7718635262534,4596222,AXISBANK
2015-04-15,532.6050415039062,555.1599137143509,524.0380222067218,548.7710002412804,8869483,AXISBANK
2015-04-16,533.1859130859375,538.6068657099504,525.6837509254525,534.3475500113194,7288785,AXISBANK
2015-04-17,516.6326904296875,532.7502006025434,514.7934273559246,532.4114169705177,6618167,AXISBANK
2015-04-20,501.67681884765625,521.0372363622788,490.7865839956811,517.0199260946724,7836613,AXISBANK
2015-04-21,506.4684753417969,515.6646725961715,500.0311136304152,501.67676074522615,7204472,AXISBANK
2015-04-22,522.8280029296875,527.5713284148104,503.6612031819195,510.0985650426863,6947536,AXISBANK
2015-04-23,520.9888305664062,531.1530494383355,518.4235516939789,525.877324016721,5464184,AXISBANK
2015-04-24,510.38897705078125,521.037206064643,503.2740476612035,520.7952008597824,6533254,AXISBANK
2015-04-27,507.43658447265625,523.457319083802,505.64571029811236,512.4703051367258,7839080,AXISBANK
2015-04-28,517.89111328125,522.1988175354828,502.4995593653661,507.1461063399493,6322607,AXISBANK
2015-04-29,534.2991333007812,541.994911066892,518.1331728859051,518.7624100874212,9301407,AXISBANK
2015-04-30,549.6421508789062,563.7752887863603,541.1235803924288,545.2860576557114,15658642,AXISBANK
2015-05-04,550.1746826171875,557.5800665088318,544.8021781680092,553.1271937776755,4309985,AXISBANK
2015-05-05,547.7545776367188,555.8859764589921,544.511731403018,550.8038669658973,5385676,AXISBANK
2015-05-06,525.9257202148438,547.803027050639,523.8929000468289,546.0121530137646,7698992,AXISBANK
2015-05-07,510.48577880859375,527.3777546958178,506.56530612750225,522.3924826980412,5848608,AXISBANK
2015-05-08,523.5056762695312,530.4754383713636,516.4391357137271,518.6171826778431,10010992,AXISBANK
2015-05-11,533.4761962890625,534.3474385722269,525.7320305126534,528.0553038788945,6700085,AXISBANK
2015-05-12,515.3258666992188,536.1867629123552,512.9542629255403,535.3155205295286,4943428,AXISBANK
2015-05-13,540.6395874023438,546.1573174789735,518.0847158054409,520.7951620813983,7971625,AXISBANK
2015-05-14,538.0744018554688,540.9300753707755,529.9914508502537,539.5748815400472,4929250,AXISBANK
2015-05-15,544.0761108398438,549.1582203389037,539.1876173288374,540.6396486142831,5825462,AXISBANK
2015-05-18,549.3517456054688,551.626570610341,540.7847860694326,545.2860468609808,3944770,AXISBANK
2015-05-19,543.4952392578125,552.6430467808015,540.7363447852914,547.8997216701271,6047850,AXISBANK
2015-05-20,540.397705078125,548.7226617648577,538.70366838509,544.7537994316432,4763209,AXISBANK
2015-05-21,552.2074584960938,553.7078788686761,542.0916296616409,542.0916296616409,6157883,AXISBANK
2015-05-22,550.465087890625,558.209254801833,545.7217620241883,553.0303077299799,4265332,AXISBANK
2015-05-25,544.12451171875,551.5298950664351,542.2853075011137,549.9326369849169,3426379,AXISBANK
2015-05-26,546.2057495117188,548.6741907943137,540.3492353477927,544.9957234826719,2475418,AXISBANK
2015-05-27,559.3224487304688,560.9680960316056,543.3017150953212,544.0277307502371,4120709,AXISBANK
2015-05-28,556.273193359375,567.0665901593638,552.1591048336015,560.4356711099676,8272414,AXISBANK
2015-05-29,566.679443359375,568.5186475702724,556.3216081893337,557.0960130719908,3421723,AXISBANK
2015-06-01,559.9517211914062,570.0675517702188,558.6448574802818,568.1315099018645,3142413,AXISBANK
2015-06-02,535.412353515625,563.7754140718475,530.8627024047634,563.38818206597,6978299,AXISBANK
2015-06-03,533.2826538085938,536.2834944946491,521.3275621185269,535.5574789335101,5114150,AXISBANK
2015-06-04,538.6067504882812,542.0916014356205,528.53931139973,542.0916014356205,7432416,AXISBANK
2015-06-05,530.8626708984375,539.4296319994266,528.5877863947106,538.2196059070097,7028734,AXISBANK
2015-06-08,535.8963012695312,539.6716060934609,526.6033250490453,529.50738750336,6286247,AXISBANK
2015-06-09,540.833251953125,545.9637505583783,532.8470800699572,534.3958897715535,5252618,AXISBANK
2015-06-10,546.44775390625,549.5454323526712,540.9784126297576,541.0268609374893,7919473,AXISBANK
2015-06-11,529.2654418945312,551.9655444517998,527.6197945017915,549.7391081361205,7608358,AXISBANK
2015-06-12,533.8150634765625,534.8314734646773,523.5056186805302,529.5073592491917,5518696,AXISBANK
2015-06-15,532.4598999023438,537.2516153150588,527.9101897217527,536.186815927037,5896234,AXISBANK
2015-06-16,533.524658203125,536.235104477358,522.7795924642508,532.4114107110465,6283177,AXISBANK
2015-06-17,531.6854858398438,539.5748799048367,530.0882277019494,535.4123427171869,4522392,AXISBANK
2015-06-18,532.4598999023438,537.0579993126979,529.8946798918156,534.057158067685,5579425,AXISBANK
2015-06-19,533.911865234375,537.6387807979384,530.7174083822501,536.283528032406,6783585,AXISBANK
2015-06-22,553.8531494140625,557.4832275783162,538.7519888007848,538.7519888007848,7325101,AXISBANK
2015-06-23,553.0303344726562,560.9681177571497,548.1902299191001,557.192812572053,6608481,AXISBANK
2015-06-24,553.2239990234375,558.9353465311953,549.0615205587338,553.7080095212708,5427984,AXISBANK
2015-06-25,551.8202514648438,559.4192502807747,548.9161890319966,549.9325990668328,5953158,AXISBANK
2015-06-26,547.4158325195312,551.4815322169746,542.0917174375553,549.9326632885966,4432487,AXISBANK
2015-06-29,544.7052612304688,549.1581328296078,528.5393036785856,536.2834693002499,5390158,AXISBANK
2015-06-30,541.0753173828125,547.8998532076952,535.3155809608754,543.1081377278211,5479844,AXISBANK
2015-07-01,560.1452026367188,561.936017301433,539.042304074353,540.929956259208,7663185,AXISBANK
2015-07-02,565.3240966796875,567.8893752037611,557.6767094097776,561.548792263748,9886455,AXISBANK
2015-07-03,567.2118530273438,569.6802944832949,562.4201377991408,563.2429319233556,4422432,AXISBANK
2015-07-06,565.5177001953125,567.0665096695022,555.1598669721976,557.095908356582,4973984,AXISBANK
2015-07-07,567.4537963867188,571.8582791449372,562.758860126154,566.5825540462799,4969526,AXISBANK
2015-07-08,558.2092895507812,566.2922406342025,556.5152529334995,559.5160941650753,6414143,AXISBANK
2015-07-09,557.86767578125,563.4297756482512,552.6959216993877,561.917230399642,3602432,AXISBANK
2015-07-10,564.11279296875,568.8942608368817,556.9894290586312,560.3071895661192,6853759,AXISBANK
2015-07-13,567.8697509765625,569.3334585263474,556.3552634966039,564.1128658637336,5161182,AXISBANK
2015-07-14,569.7726440429688,573.4319133113769,564.8936183517579,568.5040497165187,4566647,AXISBANK
2015-07-15,569.8700561523438,575.188204718186,567.4305439256642,570.4067369305325,3307716,AXISBANK
2015-07-16,593.9237670898438,598.6076194148801,572.7975639487764,573.1879097918685,14142842,AXISBANK
2015-07-17,587.5321655273438,595.1434921591836,584.0192913575797,589.8741213461269,5847889,AXISBANK
2015-07-20,585.385498046875,588.8008158661487,576.0177334361032,585.4830547326306,4688323,AXISBANK
2015-07-21,570.50439453125,586.4587818274863,568.6503412811442,582.165216173772,4375934,AXISBANK
2015-07-22,575.5784301757812,579.1401414740862,564.9909720530682,568.7477966621863,5900119,AXISBANK
2015-07-23,569.6260986328125,584.0679989434284,567.3329809884443,575.7248791320932,5569255,AXISBANK
2015-07-24,566.406005859375,579.3842000283278,561.1854135430219,573.4318135440318,13673495,AXISBANK
2015-07-27,542.3524169921875,565.4302294869746,540.3520286173407,563.5273977905449,9829067,AXISBANK
2015-07-28,547.6705322265625,550.3539958588531,537.1318506005214,545.0846252666284,8129213,AXISBANK
2015-07-29,553.4766235351562,554.4036502230064,548.4024254802403,549.6709601043661,4635380,AXISBANK
2015-07-30,552.0128784179688,561.8197063655556,549.4757497840086,557.5749786080415,6484751,AXISBANK
2015-07-31,559.6240844726562,565.2837407212921,553.2813529136811,553.9644282240203,6283549,AXISBANK
2015-08-03,562.7467651367188,568.6015952378983,559.5266204927524,562.0636897132322,4355574,AXISBANK
2015-08-04,566.064453125,570.3092405834135,557.818948573463,564.8935347790751,5903968,AXISBANK
2015-08-05,566.357177734375,575.2369783434572,562.5515148685378,567.9184417233114,3419273,AXISBANK
2015-08-06,570.60205078125,572.3097097617839,564.9423929288786,565.9669764055152,3125993,AXISBANK
2015-08-07,566.2595825195312,570.7483208814635,562.0636332799903,570.7483208814635,2298504,AXISBANK
2015-08-10,561.9660034179688,570.5530736740832,556.9405849168664,568.6502424184038,2402572,AXISBANK
2015-08-11,557.4285888671875,566.7962927517015,552.6471206929282,563.7225428325994,3168648,AXISBANK
2015-08-12,544.3526611328125,556.0135399177125,542.54744615153,555.6232537490439,4787034,AXISBANK
2015-08-13,553.818115234375,557.6237785535892,546.4507994040913,549.8661169003668,5982710,AXISBANK
2015-08-14,556.2088623046875,560.356033646433,541.4253924042771,551.4762317733545,7528941,AXISBANK
2015-08-17,547.8169555664062,557.9165135804848,546.4995830699539,555.9649035635875,4466163,AXISBANK
2015-08-18,547.76806640625,553.5253392406654,542.0596314644154,553.2813880113835,2952439,AXISBANK
2015-08-19,540.5958862304688,548.1583738086025,539.4249085002386,547.3289635104903,4135059,AXISBANK
2015-08-20,520.4943237304688,539.6200747068447,516.6886610438956,536.692660196681,8909772,AXISBANK
2015-08-21,512.5903930664062,516.1033270651544,501.8565372606591,514.2492736026138,10454764,AXISBANK
2015-08-24,470.38671875,494.44033226490814,463.60489287081657,494.44033226490814,17627734,AXISBANK
2015-08-25,490.7811279296875,494.00127246071247,471.80170910568785,477.1686365101993,14248966,AXISBANK
2015-08-26,483.6089172363281,489.756476230755,476.8270612298138,487.41455041284013,6910566,AXISBANK
2015-08-27,496.9286804199219,499.6121440844379,484.43838872949266,493.4645846919557,11302689,AXISBANK
2015-08-28,495.85528564453125,516.1032683917718,490.0980423227135,503.5153605545449,10015309,AXISBANK
