Price,Close,High,Low,Open,Volume,symbol
Ticker,VBL.NS,VBL.NS,VBL.NS,VBL.NS,VBL.NS,
Date,,,,,,
2016-11-07,25.341543197631836,27.130086694332682,22.601217417269318,24.729067426669083,332662577,VBL
2016-11-14,25.332921981811523,25.706733614840516,24.729073702246406,25.341549628639164,12505235,VBL
2016-11-21,25.10000228881836,25.591709541656957,24.844086470611565,24.844086470611565,6378765,VBL
2016-11-28,24.84984016418457,25.38755482950817,24.444400030209273,25.304165973683357,2931353,VBL
2016-12-05,23.877931594848633,25.074127615360077,23.435108077351117,24.740574041494085,2559362,VBL
2016-12-12,23.74853515625,24.499033003122378,23.291334701490502,23.291334701490502,2186458,VBL
2016-12-19,21.390647888183594,23.869305439273564,20.812677005612116,23.86643079106485,2904809,VBL
2016-12-26,21.88522720336914,22.112389169789438,20.18582165045352,21.220992893285718,2032946,VBL
2017-01-02,23.745656967163086,24.142473126458366,21.91398063049365,22.198654058350964,2557083,VBL
2017-01-09,24.004451751708984,24.151101377761034,23.466738924223513,23.760036325298582,1663383,VBL
2017-01-16,23.268327713012695,24.059083507486765,23.118803458868666,23.693897740745815,2069565,VBL
2017-01-23,22.931901931762695,23.553003649266397,22.514959471858802,23.291336618738434,968860,VBL
2017-01-30,22.65009880065918,23.288455638111554,22.42868801179665,22.93189569632322,1584712,VBL
2017-02-06,23.13606071472168,23.31146423122985,22.601222518611646,22.885894133294084,2686685,VBL
2017-02-13,23.170562744140625,23.262577388244132,22.543709973263592,22.952026576123156,3818406,VBL
2017-02-20,22.477575302124023,23.42360471064706,21.86222295326761,22.693234978396177,6523806,VBL
2017-02-27,21.43952751159668,23.06129538263172,21.281377452778308,22.606969592457734,4051534,VBL
2017-03-06,20.576887130737305,22.195778516534844,20.421609867470632,21.428027250127446,1762525,VBL
2017-03-13,20.470495223999023,21.10597571323592,19.5532196234932,20.57688867240851,3289138,VBL
2017-03-20,21.735700607299805,22.486198335766876,20.450362949128305,20.565382169428485,15664993,VBL
2017-03-27,23.288455963134766,24.15397104540675,21.508536429890782,21.738574866380397,16077907,VBL
2017-04-03,24.47027587890625,25.13163553691698,23.00378529953132,23.22232146996864,8069168,VBL
2017-04-10,27.5297794342041,27.834579092217115,24.389762659140008,24.476026154493486,13656125,VBL
2017-04-17,26.81378746032715,28.697222280102725,25.70672967428055,27.892089513071458,14894783,VBL
2017-04-24,27.049577713012695,28.40104908363218,26.224316838544805,26.813788098438053,7227898,VBL
2017-05-01,27.8662109375,28.579329076883067,26.51186306817494,27.049577708867687,13598768,VBL
2017-05-08,28.05023956298828,29.09978766402593,27.670676865710156,27.670676865710156,18324795,VBL
2017-05-15,28.59657859802246,28.984768947018917,27.60454194244796,28.061740494924056,8848186,VBL
2017-05-22,28.012863159179688,28.52469676138816,26.71027363881817,28.294660123275456,5822852,VBL
2017-05-29,29.36720848083496,29.646128920356887,27.316995908447954,27.32274705525581,5479649,VBL
2017-06-05,29.551240921020508,30.9976035033042,28.86975313227716,29.55986671609596,11163233,VBL
2017-06-12,31.561187744140625,32.26567809577082,29.591489777085965,29.674878612277638,24414343,VBL
2017-06-19,29.57999038696289,32.001139641258916,29.157295023910482,31.63020089195738,2212496,VBL
2017-06-26,30.75893783569336,31.055111715196972,28.52469412187512,29.57999346447818,5857800,VBL
2017-07-03,30.58928871154785,32.74589309665878,29.703641627467263,30.546156031516322,22550532,VBL
2017-07-10,30.065948486328125,31.561194860246214,27.3802572708265,29.66913415614326,8492578,VBL
2017-07-17,29.03077507019043,30.1608354902506,28.869748531261454,29.904917816498653,4162774,VBL
2017-07-24,29.43621826171875,30.422507536919944,28.46718427780662,29.088287765855192,16654762,VBL
2017-07-31,28.898508071899414,29.34708275072628,28.196892168338216,29.3355804561863,5141355,VBL
2017-08-07,29.6144962310791,30.99759972936934,29.06528118952347,29.1975520027118,7383788,VBL
2017-08-14,31.480688095092773,31.74522979483665,29.22631584005158,29.22631584005158,15040399,VBL
2017-08-21,31.157756805419922,33.13708304038712,30.634753946259146,31.622970855454618,13434304,VBL
2017-08-28,30.7041015625,31.784782808990485,29.762116807407896,31.206879831459734,1019518,VBL
2017-09-04,30.81390380859375,31.438042673305475,28.53406754766793,30.643422354936494,1349914,VBL
2017-09-11,31.339797973632812,31.49583222848374,30.05684841591962,30.79945733480554,1783517,VBL
2017-09-18,30.2302188873291,31.495830620994923,30.108860157577887,30.74744434722933,1248462,VBL
2017-09-25,29.50494956970215,31.611413891605068,28.84035963158384,30.108861999308214,4018712,VBL
2017-10-02,29.978832244873047,30.311129081241663,29.311351735580796,29.504950212051614,717304,VBL
2017-10-09,28.779674530029297,30.628972065660978,28.43293240464511,29.603189170400896,1245170,VBL
2017-10-16,28.554296493530273,29.46160575544113,28.432935897702688,28.77967806568502,482149,VBL
2017-10-23,29.1842098236084,29.935488523227885,28.375144174937347,28.83746766847437,1083761,VBL
2017-10-30,29.343135833740234,29.814129156044878,28.612085419388567,29.530955051338093,1089126,VBL
2017-11-06,28.94438362121582,31.495833801125627,28.490726176775986,29.51650925090311,6390341,VBL
2017-11-13,28.903932571411133,29.415378895995893,28.34914463055801,29.415378895995893,794912,VBL
